sample_id,record_key,title,year,venue,primary_stratum,stratum_population,stratum_allocation,stratum_rank,selection_digest,origins,selection_status
RS-BR-154,title:guidelines on automated individual decisionmaking and profiling for the purposes of regulation|year:2016,Guidelines on Automated individual decisionmaking and Profiling for the purposes of Regulation,2016,Article 29 Data Protection Working Party,backward-reference,679,177,154,36e1c2f36ed10597a3887e1044c653bbcce53eede527079b3d4ed497a9dea357,reference:L10,selected-before-retrieval
RS-BR-155,title:audit cards contex tualizing ai evaluations|year:,Audit cards: Contex - tualizing ai evaluations,,arXiv preprint arXiv:,backward-reference,679,177,155,373b0ee07d032f5662fa65142cd56e7a75e6061b57a6e0f85478ef084329de14,reference:L06,selected-before-retrieval
RS-BR-156,title:malenchik v|year:2010,Malenchik v,2010,State. 928 N.E.2d 564.,backward-reference,679,177,156,376c5d408e66ade3f75d73cae3f7afa7dd3d89b53bdbb9e79fc33f291e2e2ed5,reference:L10,selected-before-retrieval
RS-BR-157,title:available at https global oup com academic product an essay on free will 9780198249245 cc nl lang en van wynsberghe|year:1983,Available at: https:// global.oup.com/academic/product/an-essay-on-free-will-9780198249245? cc=nl&lang=en& van Wynsberghe,1983,Routledge. Available,backward-reference,679,177,157,37aa1a95485873f43b115a1dceb12f1f2f7a5bdbab1fe9d0b0ee47b814b6950d,reference:L01,selected-before-retrieval
RS-BR-158,title:aristotle nicomachean ethics 2nd ed edn|year:1999,"Aristotle: Nicomachean Ethics, 2nd ed edn",1999,,backward-reference,679,177,158,37ba0a1d84e088c6f52fe9a5e4f03fdeceef4aedf7405f698399bfb1cf1d4095,reference:L02,selected-before-retrieval
RS-BR-159,title:elementary signal detection and threshold theory|year:2018,Elementary signal detection and threshold theory,2018,Stevens’ handbook of experimental psychology and cognitive neuroscience,backward-reference,679,177,159,3862033f32bb0748e934134c62523abf4426866911b285660e29734cceb7607c,reference:L28,selected-before-retrieval
RS-BR-160,title:a framework for assurance|year:,A Framework for Assurance,,Audits of Algorithmic Systems,backward-reference,679,177,160,3944ad42b02d4cf1d604944b814ffc3a26e7621919b341e19e2e6d3a09ce59ab,reference:L27,selected-before-retrieval
RS-BR-161,title:framework for assurance audits of algorithmic systems 17|year:,Framework for Assurance Audits of Algorithmic Systems 17,,,backward-reference,679,177,161,394e74832bbdab7faf72a3d8c7da8d7e83d08013cbacc1ddf71e7d3238eb91d7,reference:L27,selected-before-retrieval
RS-BR-162,title:automated compliance reviewer for documents and proposals|year:,Automated Compliance Reviewer for Documents and Proposals,,,backward-reference,679,177,162,399e03954fac0002c5e106fb2d1d13eebd8f880d0f9d107dce5e19f1b45eba26,reference:L06,selected-before-retrieval
RS-BR-163,doi:10.1177/0018720809344720,False Alerts in Air Traffic Control Conflict Alerting System: Is There a “Cry Wolf” Effect?,2009,Hum. Factors,backward-reference,679,177,163,3a5342b072b45a2101649c7cba95685218a44658df48ee32f5d06ad841374e55,reference:L25,selected-before-retrieval
RS-BR-164,doi:10.1037/0033-295x.102.4.684,How to Improve Bayesian Reasoning Without Instruction: Frequency Formats,1995,,backward-reference,679,177,164,3ae053ae8b85a63460c43d68904f9622509e89491c9ef5f5a4465c0b7850044d,reference:L25,selected-before-retrieval
RS-BR-165,title:signal detection theory and psychophysics volume 1|year:1966,"Signal detection theory and psychophysics , volume 1",1966,,backward-reference,679,177,165,3afbbbc4825b52e7decd4763fda10c6d376eb646f63095eda8d24f8b991f759a,reference:L28,selected-before-retrieval
RS-BR-166,title:organizing for high reliability processes of collective mindfulness|year:1999,Organizing for high reliability: Processes of collective mindfulness.,1999,,backward-reference,679,177,166,3bd76380b269166a9acea43b61d1f92814b5ae9b877ae63f68db249cadd8ce14,reference:L17,selected-before-retrieval
RS-BR-167,title:agentic ai has a human oversight problem|year:,Agentic AI has a Human Oversight Problem,,SSRN,backward-reference,679,177,167,3be0dc27620dbf0ad83e5c53b2b227758074f8811edaec593b4e4e01b9c05fc0,reference:L28,selected-before-retrieval
RS-BR-168,doi:10.1016/j.mcpdig.2024.08.004,Challenges and Limitations of Human Oversight in Ethical Artificial Intelligence Implementation in Health Care: Balancing Digital Literacy and Professional Strain,2024,Mayo Clinic proceedings. Digital health,backward-reference,679,177,168,3bfdae5143880fa2c2548f2ecac40362426e4c6023f6c4fce9ea3c1390d0883f,reference:L28,selected-before-retrieval
RS-BR-169,doi:10.3316/qrj0902027,Document Analysis as a Qualitative Research Method,2009,,backward-reference,679,177,169,3dd78728a66f9dfa02b4c4e68eb08a5b6ba2f4da4f944202d44e94d55a821e43,reference:L06,selected-before-retrieval
RS-BR-170,title:2 evidence shall show awareness of the parties potentially a ected by the decisions made along all stages of the ai lifecycle|year:,2 Evidence shall show awareness of the parties potentially aﬀected by the decisions made along all stages of the AI lifecycle,,,backward-reference,679,177,170,3df73479c1831296b937b032b8de5e20c66d1e3c8d78d70e42d993f11437fc42,reference:L27,selected-before-retrieval
RS-BR-171,title:slovenia slovenian parliament 2020 calls for ex ante impact assessments|year:,"Slovenia (Slovenian Parliament, 2020) calls for ex ante impact assessments",,,backward-reference,679,177,171,3e4b4e77818e3bf378f393ab0c533b279c23feac7f52028cdf600c242b9e071c,reference:L10,selected-before-retrieval
RS-BR-172,title:exclusive arizona gover nor and uber kept self driving program secret emails reveal|year:2018,"Exclusive: Arizona gover-nor and Uber kept self-driving program secret, emails reveal",2018,The Guardian,backward-reference,679,177,172,3e52d454206f24dd81a3130fa50a386c812b396e095549234c0456a8f7a68f32,reference:L17,selected-before-retrieval
RS-BR-173,title:c to correctly interpret the high risk ai system s output taking into account for example the interpretation tools and methods available|year:,"c) to correctly interpret the high-risk AI system’s output, taking into account, for example, the interpretation tools and methods available",,,backward-reference,679,177,173,3e5c013e1724ee2c7735fb3a04ac3f3634384dd3acd734c2ed401ea7152683ea,reference:L26,selected-before-retrieval
RS-BR-174,title:why we need to audit algorithms|year:2018,Why we need to audit algorithms,2018,,backward-reference,679,177,174,3ed63678b33126192ab4f5fb1a04e4de1c9a7dcf961ad26e5c0007ae1af16907,reference:L27,selected-before-retrieval
RS-BR-175,doi:10.1177/154193121005400425,Stages and Levels of Automation: An Integrated Meta-analysis,2010,,backward-reference,679,177,175,3f4cb827832c344cbb11573017649ddc1defc05c21f6a559e506fb5437cc7e18,reference:L25,selected-before-retrieval
RS-BR-176,doi:10.1080/19460171.2020.1768422,The unknowers: how strategic ignorance rules the world,2020,Critical Policy Studies,backward-reference,679,177,176,403db6ac8074479337fd4c756cd08b2af4ec62caba3129835f46a5951d74297f,reference:L17,selected-before-retrieval
RS-BR-177,doi:10.1177/001872088903100601,Mental Models: Theory and Application in Human Factors,1989,,backward-reference,679,177,177,40c19cefc6bf713289728202d3616751f3ef45528c0d0b6f2d21526b505a2751,reference:L02,selected-before-retrieval
RS-DQ-001,title:war by algorithm giambattista vico and ethics of war in the techno logical era|year:2019,War by Algorithm: Giambattista Vico and Ethics of War in the Techno-Logical Era,2019,,direct-query,17,5,1,06ebfdb1ded726f31664721f908a6669c33416dbbb4d773fe66577a5db95c6ba,query:F01,selected-before-retrieval
RS-DQ-002,doi:10.2139/ssrn.3073893,Ensuring Lethal Autonomous Weapon Systems Comply with International Humanitarian Law,2017,,direct-query,17,5,2,1327bd80662258833889bbc9bd8fc637ac9abddad7d3dee2a87b8b00fb4e1f47,query:F01,selected-before-retrieval
RS-DQ-003,title:disentangled concept residual models bridging the interpretability performance gap for incomplete concept sets|year:2026,Disentangled Concept-Residual Models: Bridging the Interpretability-Performance Gap for Incomplete Concept Sets,2026,Trans. Mach. Learn. Res.,direct-query,17,5,3,317c289febd2092b0e8c83802092b174f8681599db45c4311c3c16d5430fd7c1,query:F08,selected-before-retrieval
RS-DQ-004,title:effective human oversight of genai powered legal research tools|year:,Effective Human Oversight of GenAI-Powered Legal Research Tools,,,direct-query,17,5,4,331f9fdae6038fad5c17ba4d3814f92ea5d5b991de2ab8ef7110880de099ac22,query:F02,selected-before-retrieval
RS-DQ-005,doi:10.1080/00396338.2025.2534284,The Loop Is Broken: Why Autonomous-warfare Policy Must Reckon with Human Performance,2025,,direct-query,17,5,5,4a0e63329da05d55245335216614c59aea6122814686d07c5086295ffa68bd96,query:F01,selected-before-retrieval
